,street,latitude,longitude,plz
2474,Laufenstrasse 67,47.5396495,7.5981489,4053
2475,Spalenring 72,47.5585215,7.574449,4055
2476,Lerchenstrasse 37,47.5388695,7.5903677,4059
2477,Spalentorweg 32,47.5563658,7.579625099999999,4051
2478,Delsbergerallee 70,47.53966639999999,7.5989591,4053
2479,Steinenring 42,47.55083459999999,7.579716799999999,4051
2480,"Burgweg 7, 15",47.5581365,7.601180299999999,4058
2481,Münchensteinerstrasse 210,47.5388289,7.606102099999998,4053
2482,Wintergasse 12,47.564665,7.5738003,4056
2483,Lyon-Strasse 40,47.5335055,7.6059117,4053
2484,Lyon-Strasse,47.5347466,7.607137400000001,4053
2485,Amerbachstrasse 10,47.5691764,7.5911141,4057
2486,"Maulbeerstrasse 20, 22, 24, 26, 28",47.56675389999999,7.6001966,4058
2487,Mattenstrasse 43,47.5667886,7.601073700000001,4058
2488,Klybeckstrasse 254,47.5765132,7.5880122,4057
2489,St. Johanns-Ring 106,47.5631876,7.575856099999999,4056
2490,Thannerstrasse 63,47.5550448,7.5710391,4054
2491,Sarnerstrasse 21,47.5611414,7.6004719,4058
2492,Auf dem Hummel 18,47.5314451,7.593025000000001,4059
2493,Nadelberg 19,47.5580527,7.585698,4051
2494,Arabienstrasse 37,47.5309634,7.590009100000001,4059
2495,Angensteinerstrasse 12,47.54892359999999,7.6035434,4052
2496,Rudolfstrasse 19,47.5550146,7.5751668,4054
2497,Schertlingasse 20,47.5518082,7.585126299999999,4051
2498,"Amerbachstrasse 62, 64, 66",47.5691456,7.5940377,4057
2499,Breisacherstrasse 29,47.5648079,7.589267899999999,4057
2500,Friedrich Oser-Strasse 9,47.5312742,7.5860659,4059
2501,Birsigstrasse 90,47.549989,7.5798208,4054
2502,Pfeffelstrasse 35,47.5587412,7.5711014,4055
2503,Leimgrubenweg 16,47.5369045,7.605936700000001,4053
2504,Burgfelderstrasse 14,47.5627414,7.572825399999999,4055
2505,Herrengrabenweg 48,47.5546759,7.5712375,4054
2506,General Guisan-Strasse 141,47.5487656,7.562419899999999,4054
2507,General Guisan-Strasse 169,47.5485085,7.560834099999999,4054
2508,Hebelstrasse 67,47.5618529,7.578935299999999,4056
2509,Unterer Batterieweg 73,47.5392856,7.587695099999999,4059
2510,Alemannengasse 77,47.55817829999999,7.603465699999999,4058
2511,Unterer Rheinweg 56,47.5650348,7.5876341,4057
2512,Gotthardstrasse 31,47.5479034,7.563276900000001,4054
2513,Peter Rot-Strasse 16,47.5583202,7.604887799999999,4058
2514,Im langen Loh 268,47.5466481,7.559607799999999,4054
2515,Schulgasse 9,47.5833073,7.592079,4057
2516,Holeestrasse 77,47.5450443,7.570576,4054
2517,Neuweilerstrasse  30,47.5466718,7.5627162,4054
2518,Heuberg  8,47.5564778,7.5852454,4051
2519,"Hüningerstrasse 25, 31, 33",47.57140709999999,7.574816800000001,4056
2520,Reusstrasse,47.5499567,7.562204800000001,4054
2521,Unterer Heuberg 11,47.5564016,7.5870387,4051
2522,Delsbergerallee 90,47.5388127,7.5984253,4053
2523,Dammerkirchstrasse 48,47.5669484,7.5666966,4056
2524,Spalentorweg 34,47.5563081,7.579578499999999,4051
2525,Weiherhofstrasse 131,47.5468926,7.558014300000001,4054
